Name,Image,Famille,Catégorie,Sous-catégorie,Couleur,Matières,Pièces habitation ,Dimension,Kg,Type achat,Fournisseur,Ref fournisseur,Type d'article,Unité,URL,Prix achat HT (indicatif),Description fournisseur
Fauteuil Clémence Chenille Sable,image_1024-54.png (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/9pwrl2O5_iIspKokQQVPmw/DaVoKCK2jzmLgGC4hKbELsRGuRcXM5bE8p1n9q7D47ImOT_OlGoIR5XsgQVbQPQBfSi5oHJiSO8li7DfNz1nSTSuOoucUE4Ebi2fkpnWKCycNHkbB-FlueBBkCTeEDN1UYoAV5Q4G_G1kzqWMUSRE6-GhoBWUPx1oN9tahBiLDs/1mliDvO9BUy9xcrvw9A5TXrAXRnkQmddsmTwjArKTyo),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Beige,Tissu / Velours,"Chambre,Salon,Bureau",L75 P73 H77cm,12.1,Stockage,6 -   Opjet,017984,vente de marchandises,Unité,https://www.opjet.com/shop/017984-fauteuil-pauline-chenille-sable-l75-p73-h77cm-22356#attr=,"€168,00","Fauteuil Pauline Chenille Sable – L75 x P73 x H77 cm
Le fauteuil Pauline, avec son design inspiré des années 70, allie douceur et élégance. Son revêtement en tissu chenille sable apporte une touche chaleureuse et raffinée à votre intérieur. Grâce à son assise moelleuse et sa base pivotante, il vous promet des instants de détente absolue, parfait pour les adeptes du slow life.
Caractéristiques :
- Matériau : 100% polyester
- Couleur : Sable
- Remplissage : Mousse de polyuréthane
- Hauteur de l’assise : 46 cm
- Nombre de places : 1
- Base : Métal
- Hauteur : 77 cm
- Profondeur : 73 cm
- Structure : Métal
- Tissu : Chenille
- Densité de l’assise : 25 kg/m³
- Densité du dossier : 24 kg/m³
Avantages :
✔ Confort optimal : Assise enveloppante et dossier ergonomique pour un maintien agréable.
 ✔ Style rétro-chic : Inspiré des seventies, parfait pour une déco élégante et tendance.
 ✔ Pivotant : Fonction pratique pour plus de flexibilité et de confort.
 ✔ Matériaux premium : Tissu chenille doux et résistant, idéal pour un usage quotidien.
Utilisation :
Idéal pour un salon, un coin lecture ou une chambre, le fauteuil Pauline s’intègre facilement dans différents styles d’intérieur, du moderne au vintage.
Conseils d’entretien :
Nettoyez avec un chiffon doux et légèrement humide. Évitez l’exposition prolongée au soleil pour préserver la teinte et la texture du tissu.
Ajoutez une touche cosy et élégante à votre intérieur avec le fauteuil Pauline !"
Fauteuil Elko Sable,image_1024-74.png (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/uwWGbIoAjjpuyaEzbmHS1g/-iNH7FxHqHxlYDiIRXwJ1caT-nSrbcphEZL8Qf9yWVVs7JTcZf1g938cMdsku3uepHUyue4EZUkRVXopfP8AdBps4oADEG1SEMujm1ga-DQLUNM1ncX-5wkGClnNsQH_s7ns6JzObj6c5qCWYQWCWDEqzKqxUZKgbcjcw7IGLFc/BM4IMUI55MhFaWr_22HEy_L4aS2VEutEuYvHN1XgKLg),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Blanc,Tissu / Velours,"Chambre,Salon,Bureau",L81 P73 H89cm,12.4,Stockage,6 -   Opjet,018013,vente de marchandises,Unité,https://www.opjet.com/shop/018013-fauteuil-leon-pivotant-sable-l81-p73-h89cm-22428?page=2#attr=,"€165,00","Fauteuil Léon Pivotant – Coloris Sable – L81 x P73 x H89 cm
Confort, style et fonctionnalité se rencontrent dans le fauteuil Léon pivotant. Avec sa silhouette enveloppante, son tissu doux couleur sable et son piétement pivotant discret, il est le compagnon idéal pour des moments de détente élégants. Parfait dans un salon, un coin lecture ou une chambre, il s’adapte à tous les intérieurs avec subtilité.
Description
Le fauteuil Léon séduit par son design généreux et contemporain. Son revêtement en polyester texturé est agréable au toucher, tandis que son assise moelleuse offre un confort optimal. Grâce à sa fonction pivotante, il allie esthétisme et praticité au quotidien.
Détails des caractéristiques
- Matériau : 100% polyester
- Couleur : Sable
- Remplissage : Mousse de polyuréthane
- Hauteur d’assise : 44 cm
- Nombre de places : 1
- Base : Métal (pivotante)
- Structure : Contreplaqué, métal
- Densité de l’assise : 28 kg/m³
- Densité du dossier : 28 kg/m³
- Hauteur totale : 89 cm
- Profondeur : 73 cm
- Longueur : 81 cm
- Poids net : 12,4 kg
Avantages
✔ Pivotant à 360° : liberté de mouvement et praticité
 ✔ Assise large et confortable : parfaite pour se détendre
 ✔ Tissu doux au toucher dans un ton neutre et chaleureux
 ✔ Design contemporain : s’intègre dans toutes les ambiances déco
Conseils d’entretien
Nettoyez avec un chiffon doux légèrement humide. Pour les taches, utilisez un nettoyant textile adapté. Évitez l’exposition directe au soleil pour préserver la couleur du tissu.
Optez pour l’alliance parfaite du confort et du style avec le fauteuil Léon pivotant sable, un essentiel pour un intérieur cosy et moderne.





"
Fauteuil Elko Naturel,image_1024-74.png (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/vr1vRR7MHpACZtZ3uSD6hw/IXaqfG4j7hFbtbch5a5dqH7vUwNNXobQrjADg7WGbnKDUtd2wrEsp1LgeFor3FD_J4zCWa-wLe7CiuN8B7WsB1ZJV6Fi7QnkT16JfyE_F6ZcEaAe1CUNqOOko4xylXFoTONRqNSAQOfUgx1iALW7oyyORNaARK9fg6oqqfSp4Ks/ALgTQB55Xy8f9xXRfn6dQK9-63qADU8JjR55bFqEEGE),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Beige,Tissu / Velours,"Chambre,Salon,Bureau",L81 P73 H89cm,12.4,Stockage,6 -   Opjet,018012,vente de marchandises,Unité,https://www.opjet.com/shop/018012-fauteuil-leon-pivotant-naturel-l81-p73-h89cm-22427#attr=,"€165,00","Fauteuil Léon Pivotant – Coloris Naturel – L81 x P73 x H89 cm
Le fauteuil Léon pivotant naturel allie confort généreux et élégance minimaliste. Sa teinte douce et lumineuse s’intègre avec subtilité dans tous les styles d’intérieur, du bohème au contemporain. Un choix parfait pour créer un coin détente chic et intemporel.
Description
Avec son assise enveloppante, son revêtement doux et sa base pivotante discrète, le fauteuil Léon offre une expérience d’assise confortable et fluide. Sa structure solide et ses finitions soignées en font un fauteuil aussi pratique que décoratif, idéal dans un salon, une chambre ou un coin lecture.
Détails des caractéristiques
- Matériau : 100% polyester
- Couleur : Naturel
- Remplissage : Mousse polyuréthane
- Hauteur d’assise : 44 cm
- Nombre de places : 1
- Base : Métal (pivotante)
- Structure : Contreplaqué, métal
- Densité de l’assise : 28 kg/m³
- Densité du dossier : 28 kg/m³
- Longueur : 81 cm
- Profondeur : 73 cm
- Hauteur : 89 cm
- Poids net : 12,4 kg
Avantages
✔ Pivotant à 360° pour un usage fluide et confortable
 ✔ Design moderne et intemporel avec une teinte naturelle apaisante
 ✔ Confort optimal grâce à une mousse moelleuse et une assise large
 ✔ Structure robuste adaptée à un usage quotidien
Conseils d’entretien
Nettoyez à l’aide d’un chiffon doux légèrement humide. En cas de tache, utilisez un nettoyant textile doux. Évitez une exposition directe et prolongée à la lumière pour préserver la couleur.
Avec son allure sobre et chaleureuse, le fauteuil Léon naturel s’impose comme une pièce incontournable pour un intérieur cosy, élégant et fonctionnel."
Fauteuil Elko Kaki ,image_1024-69.png (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/5rWgb42fVUM2blSnT6dcRw/nFrshOmKng6OWDGlHqhCOG4wFA8Y5A0KS3mk_QtTPqKHGxXP4NDlhVV9om8z5UsYd-4blHmcLsfmLTG16g8wCL4IETpQAgC9dyiaHC8uhp0Lzq09dxnORSY2t_2zOopuwK1UL37KWBJZaNAuBeJ17xsH_3A1i8wQU9B_una0Tzs/8NxLhWrddcsgjCdJUS6ZyXvapN9LuMqY0uoxuJwd34E),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Kaki,Tissu / Velours,"Chambre,Salon,Bureau",L81 P73 H89cm,12.4,Stockage,6 -   Opjet,018011,vente de marchandises,Unité,https://www.opjet.com/shop/018011-fauteuil-leon-pivotant-kaki-l81-p73-h89cm-22426#attr=,"€165,00","Fauteuil Léon Pivotant – Coloris Kaki – L81 x P73 x H89 cm
Ajoutez une touche de modernité et de caractère à votre intérieur avec le fauteuil Léon pivotant kaki. Son tissu doux et sa teinte naturelle en font un siège aussi confortable que tendance. Parfait pour un coin lecture, un salon ou une chambre, ce fauteuil offre un équilibre idéal entre design, praticité et bien-être.
Description
Doté d'une assise généreuse et d’un revêtement en tissu 100% polyester agréable au toucher, le fauteuil Léon vous enveloppe dans un cocon de confort. Son piètement pivotant en métal discret vous offre une grande liberté de mouvement, tout en apportant une touche contemporaine à votre pièce.
Détails des caractéristiques
- Matériau : 100% polyester
- Couleur : Kaki
- Remplissage : Mousse polyuréthane
- Hauteur de l’assise : 44 cm
- Nombre de places : 1
- Base : Métal (pivotante)
- Structure : Contreplaqué, métal
- Densité de l’assise : 28 kg/m³
- Densité du dossier : 28 kg/m³
- Longueur : 81 cm
- Profondeur : 73 cm
- Hauteur : 89 cm
- Poids net : 12,4 kg
Avantages
✔ Pivotant 360° : ergonomique et pratique au quotidien
 ✔ Look moderne et naturel avec son coloris kaki intemporel
 ✔ Assise moelleuse : idéale pour des moments de détente
 ✔ Design enveloppant : combine esthétique et confort
Conseils d’entretien
Dépoussiérez régulièrement avec un chiffon doux. Pour les taches, utilisez un nettoyant textile doux. Évitez une exposition prolongée à la lumière directe pour préserver la couleur.
Avec son style affirmé et sa praticité, le fauteuil Léon kaki deviendra rapidement une pièce phare de votre décoration intérieure.





"
Fauteuil Lioran Pivotant Velours Côtelé Kaki,image_1024-74.png (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/eyCBiS3zi1MQlUR92-vMzQ/kZPHCT8W3rMjQvPruGd6EO-cs7uLHHmW4arMKn-RG370ZYqBDuPN0TxYVYzjCgp-zf5l50Td0UhYSS43OoJEtWzmP6iWmPV8KLJsMKfRksTBvrpqd1RIc7vkeTSXpmst2wJNLOAatCcf6GP3DKnP68lunrTdHZY4Y2PAGl2gtc0/MdJFLtXUKm78WI2ntIVaUEUbFWuIJAVFBz0Y3VhJEHI),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Kaki,Tissu / Velours,"Chambre,Salon,Bureau",L72 P78 H88cm,10.9,Stockage,6 -   Opjet, 017878,vente de marchandises,Unité,https://www.opjet.com/shop/017878-fauteuil-nicolas-velours-cotele-pivotant-kaki-l72-p78-h88cm-22068?page=3#attr=,"€159,00","Fauteuil Nicolas Pivotant – Velours Côtelé Kaki – L72 x P78 x H88 cm
Alliez confort absolu et design tendance avec le fauteuil Nicolas en velours côtelé kaki. Avec son revêtement texturé, sa fonction pivotante et sa teinte naturelle, il s’intègre parfaitement dans un intérieur chaleureux, contemporain ou bohème chic.
Description
Le fauteuil Nicolas se distingue par sa forme enveloppante et son velours côtelé doux au toucher, offrant une assise moelleuse idéale pour les moments de détente. Son piètement en métal pivotant à 360° en fait un fauteuil aussi fonctionnel qu’esthétique, parfait pour le salon, un coin lecture ou la chambre.
Détails des caractéristiques
- Matériau : Polyester / Nylon
- Couleur : Kaki
- Remplissage : Polyester
- Hauteur de l’assise : 45 cm
- Nombre de places : 1
- Base : Métal (pivotante)
- Structure : Métal
- Tissu : Velours côtelé (100% polyester)
- Densité de l’assise : 28 kg/m³
- Densité du dossier : 28 kg/m³
- Largeur : 72 cm
- Profondeur : 78 cm
- Hauteur : 88 cm
- Poids net : 10,9 kg
Avantages
✔ Tissu velours côtelé texturé : à la fois chic et confortable
 ✔ Pivotant à 360° : pratique et agréable au quotidien
 ✔ Coloris kaki intemporel : s’harmonise avec de nombreuses palettes déco
 ✔ Assise généreuse : parfaite pour se relaxer ou lire
Conseils d’entretien
Dépoussiérer régulièrement avec un aspirateur muni d’un embout doux. Nettoyer les taches avec un chiffon légèrement humide ou un produit textile adapté. Protéger de l’exposition prolongée à la lumière directe.
Créez une ambiance cosy et raffinée avec le fauteuil Nicolas kaki, une pièce tendance et ultra-confortable qui deviendra vite un indispensable de votre intérieur.








"
Fauteuil Lioran Pivotant Velours Côtelé Blanc,image_1024-69.png (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/c1u7_byKcTcOjjy_QQsSFQ/cqopBpQ7CqgEgy2oPHOk5u1WyOT0FS_n0YbBDzBKW-Qee809BChXgDCuok_IDQeCtXAL54vpvLh224Lt2u7qKlksk7XP3G6m9Ym6HN7GdEDEN3slvFMFe65cBqKxvJf_gVrq76eoNCCDfJbg1JmLeZObZFebgPrVAfk-xe8Bq_Y/rISsSU4v5cocKH02Rq-SI_XGUf79BUmsbr5dVqmi6K0),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Blanc,Tissu / Velours,"Chambre,Salon,Bureau",L72 P78 H88cm,10.9,Stockage,6 -   Opjet,017876,vente de marchandises,Unité,https://www.opjet.com/shop/017876-fauteuil-nicolas-velours-cotele-pivotant-blanc-l72-p78-h88cm-22066?page=3#attr=,"€159,00","Fauteuil Nicolas Pivotant – Velours Côtelé Blanc – L72 x P78 x H88 cm
Apportez du style et du confort à votre intérieur avec le fauteuil Nicolas en velours côtelé blanc. Sa silhouette généreuse et son assise moelleuse invitent à la détente, tandis que son piétement pivotant apporte une touche de praticité et de modernité. Un fauteuil élégant, à la fois cosy et design, parfait pour les amateurs de slow life.
Description
Doté d’un revêtement en velours côtelé doux, le fauteuil Nicolas allie esthétique et confort. Sa fonction pivotante à 360° permet une grande liberté de mouvement, idéale pour un salon, un coin lecture ou une chambre. Son coloris blanc lumineux s’accorde facilement avec tout type de décoration.
Détails des caractéristiques
- Matériau : Polyester / Nylon
- Couleur : Blanc
- Remplissage : Polyester
- Hauteur de l’assise : 45 cm
- Nombre de places : 1
- Base : Métal (pivotante)
- Structure : Métal
- Tissu : Velours côtelé (polyester)
- Densité de l’assise : 28 kg/m³
- Densité du dossier : 28 kg/m³
- Longueur : 72 cm
- Profondeur : 78 cm
- Hauteur : 88 cm
- Poids net : 10,9 kg
Avantages
✔ Velours côtelé texturé : doux, tendance et chaleureux
 ✔ Pivotant à 360° : pratique au quotidien
 ✔ Assise enveloppante et moelleuse : pour un confort optimal
 ✔ Design élégant : silhouette contemporaine et intemporelle
Conseils d’entretien
Dépoussiérez régulièrement avec une brosse douce ou un aspirateur à embout textile. En cas de tache, utilisez un nettoyant adapté aux tissus d’ameublement. Évitez l’exposition prolongée à la lumière directe.
Le fauteuil Nicolas blanc en velours côtelé est la pièce parfaite pour créer un espace de détente chic, confortable et lumineux.









"
Fauteuil Milo Tissu Bouclette Jaune,image_1024-303.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/6GAsN4zYQmVT6UzQKAyVQw/GHP5-rrwSohg-uwBlOKQ4e8iG3GlvwW4csSuMVkB3eig5YROIG-uTL_Na4F0yjKZ9Ds6k0B37DoMROXdAFQgj4AbWURE4015XBQo-bTD0Z072L5siX2etjvHXHbvqF6IIC5yEiNIgXPhuEt9vlzMu7iuTR06aMs2JQeVgzt-Gig/ih1NibbbsmwhBs8Gdbu58QLPdaXeLGqnZhPwwpup63Y),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Jaune ,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,016882,vente de marchandises,Unité,https://www.opjet.com/shop/016882-fauteuil-eve-tissu-bouclette-jaune-l58-p73-h71cm-19326#attr=,"€109,00","Fauteuil Eve tissu bouclette jaune L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette en jaune chaleureux. Le fauteuil Eve ajoute une touche de soleil à votre décoration. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Jaune
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Fauteuil Milo Tissu Bouclette Caramel,image_1024-307.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/E0t1qjsaObNuy5S9dgCdbA/BuQ6u2ML6GVlbPUjdtMm2llmgPncW8td_si792xytvUummg357YdQ89YeI-vmF-XaEzsmaU00_-z0kJnr542CNb4HUEuwGF8VD_a-nc-uQQQ_XojD1HZKOqQsHs4tyRHOv88hZZrK9uO_K4NG5TCUKAtjO2xdGeign5DCmmBboc/8HdRWXxDDZ5ZBjPZwfsvX6mshErImX3mf4pvivQH7Jg),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Marron,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,015794,vente de marchandises,Unité,https://www.opjet.com/shop/015794-fauteuil-eve-tissu-bouclette-caramel-l58-p73-h71cm-16218#attr=,"€109,00","Fauteuil Eve tissu bouclette caramel L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette couleur caramel. Le fauteuil Eve se glisse facilement dans tout intérieur en apportant chaleur et confort. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Caramel
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Fauteuil Milo Tissu Bouclette Rose Poudré,image_1024-294.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/9eV-hU86FB2jqHo0scXtFA/kXJyNa2qQeEMr5mw6HRNWL2l7xi9abXFi6exwMMjDxqXUGWxb0paf2GZmD56RinjAaiftkRAHTes9bSA54EVC1ySbAA5Ya1fBYjvdD3aEWPepwLzUuI4PJ7IlfCDqjmjyw1rnwDPgZIMV_5gIUTBTS-MntGCY-KgtnlIh5tAkuU/rn2ltKUf2NLzkZjf_4Jv-LeDLm9bvbXskvUgPVG61t0),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Rose,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,015791,vente de marchandises,Unité,https://www.opjet.com/shop/015791-fauteuil-eve-tissu-bouclette-rose-poudre-l58-p73-h71cm-16215#attr=,"€109,00","Fauteuil Eve tissu bouclette rose poudré L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette en rose poudré. Idéal pour ajouter une touche de douceur et de féminité à votre intérieur. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Rose poudré
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Fauteuil Milo Tissu Bouclette bleu indigo,image_1024-289.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/FmxMYnIwYwyUnoO9IGsi9A/W6I9c89HFfgGoCjh49MgKbLQ7diapkCSDI0Vgn5YenOCOAmOv2tQaKw40semACklS7lY97g0ml3tGqrcYAc81f0gnOcqleU0wiKFtmgV7V_4q4BvwoZQi5XcbQHpTLDP2gE5CMYeNI0kB07KlN96EjMRvR2ZSHd_zQUJfGzljcU/Qvx0yJC1M06bZd411YGo35oG38Y5Xl2roOZy9p0NtcU),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Bleu,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,016880,vente de marchandises,Unité,https://www.opjet.com/shop/016880-fauteuil-eve-tissu-bouclette-bleu-indigo-l58-p73-h71cm-19324#attr=,"€109,00","Fauteuil Eve tissu bouclette bleu indigo L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette en bleu indigo. Parfait pour un intérieur contemporain ou classique. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Bleu indigo
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Fauteuil Milo tissu bouclette rouille,image_1024-324.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/x61pq-TL0vgCENh8UR2bPg/AbJwLZVG-eYr-yhQImahiZoKy0J9Fc3Uu0x6xGac1wjS54mW-GrUMJnPWVxGCTdA8eHnPRHD_om-xkWo7S-BEYM1rNmsc3XRYxF90b0AXv1nhUfvnlztJk1KVZbbZbavcP-tp8zlmDX2WK3ixqjqdCLAsBiqm9PRUj5L7U10uRU/CSAS-RqhjoSQcuUd3weP_SIq2RNdiDKi-MSVaulT4OY),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Orange,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,015795,vente de marchandises,Unité,https://www.opjet.com/shop/015795-fauteuil-eve-tissu-bouclette-rouille-l58-p73-h71cm-16219#attr=,"€109,00","Fauteuil Eve tissu bouclette rouille L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette couleur rouille. Parfait pour réchauffer votre intérieur avec style. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Rouille
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Fauteuil Milo tissu bouclette vert foncé,image_1024-332.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/Lz9Qwd_see53aKyb-a6bIw/LbHXeia_N5oHXoK6X320mjOiPY11800KmSX9pKELsx3ebmsCe1JbnVYPobK7FoxTeyi8Igd8Tn7pcZKr_Fi6zK0uy3VmJH9vV8NljbtMAQC9qbGMRxDDd6BmL3r2KN1wPZ0TbyxBp_W0E8Pi814KsqAjkWjsofeHP8FyL07WgTw/15XqSsLTQKZpKRH9P3CxwJWOxIZJ2vvpnhjkCXANCLo),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Vert,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,015796,vente de marchandises,Unité,https://www.opjet.com/shop/015796-fauteuil-eve-tissu-bouclette-vert-fonce-l58-p73-h71cm-16220#attr=,"€109,00","Fauteuil Eve tissu bouclette vert foncé L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette en vert foncé. Idéal pour apporter une note de nature et de sophistication à votre intérieur. Parfait pour les moments de détente. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Vert foncé
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Fauteuil Milo doudou naturel,image_1024-329.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/hhKpf8bW6nGJjlT-U6KM0g/YRcFWAS5l5KP6Qe5fGF4Ikq1R3EutxsdOkgZrdJ8Jzgf58DIHIyNj5JWYJlatho3O-hk_eyFCPmkQvtnN2qF7lfbojqRu_QX54L1148RpiLXb6hwCPgzhl1h_Q_Mu26ow6Giw23vQsubKK6_hzxtop6txDgeVD6d_R4NL4q5ytQ/ZXjOnCxnj9EVtNFqrDB2nSGp_JhgapQbA3b35z9xEIw),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Blanc,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,013251,vente de marchandises,Unité,https://www.opjet.com/shop/013251-fauteuil-eve-doudou-naturel-l58-p73-h71cm-12954#attr=,"€109,00","Fauteuil Eve doudou naturel L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu doux au toucher ""doudou"". Le fauteuil Eve se glisse partout grâce à son petit format, parfait pour les adeptes du slowlife. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Naturel
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Fauteuil Milo tissu bouclette orange,image_1024-318.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/8P3QaXAabI62mbPt9fK7cg/wO9TpgOwd5AkmiwKUUgHbf9KKp_oVP8WZuTsnzk-s3kri2foKTOsHW76HZEDcb5NRixg9SXg5uBQtjuvioXCPdvhKSKM4FQo518HRK-oBoHBC7pJ2HVxVr2L78Ff09kqiRsAhbBKJtDsaxWQe34ZBb6FMar-q0eRYgG3evhcnLA/SjtG_LBfAV_nGOdK3MaoWg3FEI-bARPyp8Ry98v23JE),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Orange,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,015993,vente de marchandises,Unité,https://www.opjet.com/shop/015993-fauteuil-eve-tissu-bouclette-orange-l58-p73-h71cm-17107#attr=,"€109,00","Fauteuil Eve tissu bouclette orange L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette en coloris orange. Ce fauteuil Eve ajoute une touche vibrante et chaleureuse à votre espace. Parfait pour les amateurs de confort et de design contemporain. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Orange
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Fauteuil Milo tissu bouclette kaki,image_1024-311.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/9mDH-owhVmSSDt9R-yQV8w/tNXBGKfIGLS0lPqHXjfQkdMImeObDh19HG85fQ3C6a8TPx0VWTRypRt33PSFIB42KFbq4-Paxqwo9xnQjk6jdd211OoKTxVNp6YbtTSnUSfyhL7pOp1yg38BJmqsnqFp_ro0glDF5o53iaeeQx3_DLHuTDHsJLMJiv2jTaOj-xE/2u_LG7dDqL1KP68pdTVkmVO3Jzvw2tfxGLq5IUeBLGQ),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Kaki,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,016884,vente de marchandises,Unité,https://www.opjet.com/shop/016884-fauteuil-eve-tissu-bouclette-kaki-l58-p73-h71cm-19328#attr=,"€109,00","Fauteuil Eve tissu bouclette kaki L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette en kaki naturel. Ajoute une note de nature et de sérénité. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Kaki
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Fauteuil Milo tissu bouclette bleu ,image_1024-284.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/0B9S7XcX5_2a78cot7B4fQ/iELVn13FLoW67TXftDtVDFq04GcLIR0rRr6WiEpabnJ-mKwbnbEHdYF_EhKPiog7R5Citk0mSxI2tzHgcAXQVWf37agYQ36JhKP5vA51xy-IsmIqorSk4HyaBuxpzGT0Ic8ciSyc4kXr2beSFEDpe1IvKyfB3yZeo5hQ1XvvScg/dcrOMutkRr8tzbpY_PrkoGxcmlCjdg6468yEPBqQ4jk),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,Bleu,Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,015991,vente de marchandises,Unité,https://www.opjet.com/shop/015991-fauteuil-eve-tissu-bouclette-bleu-l58-p73-h71cm-17105#attr=,"€109,00","Fauteuil Eve tissu bouclette bleu L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette en bleu profond. S’intègre facilement dans tout espace de vie. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Bleu
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
